Company,Ticker,Date,Segement,Call,Price
Zynga (ZNGA),ZNGA,7/21/2016,Lightning Round ,Sell Recommendations ,2.77
Take-Two Interactive (TTWO),TTWO,7/21/2016,Lightning Round ,Buy Recommendations ,40.1
Snap-on (SNA),SNA,7/21/2016,Guest Interview ,Buy Recommendations ,156.04
Snyders-Lance (LNCE),LNCE,7/21/2016,Lightning Round ,Buy Recommendations ,35.2
Joy Global (JOY),JOY,7/21/2016,Discussed Stock,Positive Mention ,28.2
Interval Leisure Group (IILG),IILG,7/21/2016,Lightning Round ,Buy Recommendations ,17.46
Hawaiian Electric (HE),HE,7/21/2016,Lightning Round ,Sell Recommendations ,30.73
Electronic Arts (EA),EA,7/21/2016,Lightning Round ,Buy Recommendations ,75.38
Domino's Pizza (DPZ),DPZ,7/21/2016,Guest Interview ,Buy Recommendations ,144.66
Campbell Soup (CPB),CPB,7/21/2016,Guest Interview ,Buy Recommendations ,63.34
Brunswick (BC),BC,7/21/2016,Lightning Round ,Buy Recommendations ,49.06
Activision Blizzard (ATVI),ATVI,7/21/2016,Lightning Round ,Buy Recommendations ,41.27
Exxon Mobil (XOM),XOM,7/22/2016,Discussed Stock,Positive Mention ,94.01
Whole Foods Markets (WFM),WFM,7/22/2016,Discussed Stock,Positive Mention ,33.72
Verizon (VZ),VZ,7/22/2016,Discussed Stock,Positive Mention ,56.1
Texas Instruments (TXN),TXN,7/22/2016,Discussed Stock,Positive Mention ,65.49
Norfolk Southern (NSC),NSC,7/22/2016,Discussed Stock,Negative Mention ,92.01
3M (MMM),MMM,7/22/2016,Discussed Stock,Negative Mention ,180.44
Mondelez International (MDLZ),MDLZ,7/22/2016,Discussed Stock,Positive Mention ,45.13
McDonald's (MCD),MCD,7/22/2016,Discussed Stock,Negative Mention ,128.26
Johnson & Johnson (JNJ),JNJ,7/22/2016,Discussed Stock,Buy Recommendations ,125.03
Hershey Foods (HSY),HSY,7/22/2016,Discussed Stock,Buy Recommendations ,109.95
Alphabet (GOOGL),GOOGL,7/22/2016,Discussed Stock,Positive Mention ,759.28
Gilead Sciences (GILD),GILD,7/22/2016,Discussed Stock,Positive Mention ,86.55
Facebook (FB),FB,7/22/2016,Discussed Stock,Negative Mention ,121
Danaher (DHR),DHR,7/22/2016,Discussed Stock,Buy Recommendations ,81.24
Chevron (CVX),CVX,7/22/2016,Discussed Stock,Positive Mention ,105.66
Caterpillar (CAT),CAT,7/22/2016,Discussed Stock,Positive Mention ,79.38
Bristol-Myers Squibb (BMY),BMY,7/22/2016,Discussed Stock,Positive Mention ,75.68
Boeing (BA),BA,7/22/2016,Discussed Stock,Negative Mention ,133.47
Amazon (AMZN),AMZN,7/22/2016,Discussed Stock,Positive Mention ,744.86
Apple (AAPL),AAPL,7/22/2016,Discussed Stock,Buy Recommendations ,98.66
Wynn Resorts (WYNN),WYNN,7/25/2016,Lightning Round ,Buy Recommendations ,97.41
Westar Energy (WR),WR,7/25/2016,Lightning Round ,Sell Recommendations ,56.13
Verizon (VZ),VZ,7/25/2016,Featured Stock,Buy Recommendations ,55.87
Marriott Vacations Worldw (VAC),VAC,7/25/2016,Guest Interview ,Buy Recommendations ,79.27
Texas Instruments (TXN),TXN,7/25/2016,Lightning Round ,Buy Recommendations ,66.22
Taser International (TASR),TASR,7/25/2016,Lightning Round ,Buy Recommendations ,28.5
MaxLinear (MXL),MXL,7/25/2016,Lightning Round ,Buy Recommendations ,21.81
Kimberly-Clark (KMB),KMB,7/25/2016,Guest Interview ,Buy Recommendations ,132.59
Gartner (IT),IT,7/25/2016,Lightning Round ,Buy Recommendations ,99.04
Chesapeake Energy (CHK),CHK,7/25/2016,Lightning Round ,Negative Mention ,5.14
Amgen (AMGN),AMGN,7/25/2016,Lightning Round ,Positive Mention ,166.56
American Electric Power (AEP),AEP,7/25/2016,Lightning Round ,Buy Recommendations ,69.77
Verizon (VZ),VZ,7/26/2016,Lightning Round ,Buy Recommendations ,54.81
Ventas (VTR),VTR,7/26/2016,Lightning Round ,Buy Recommendations ,73.71
United Technologies (UTX),UTX,7/26/2016,Discussed Stock,Buy Recommendations ,107.89
US Bancorp (USB),USB,7/26/2016,Lightning Round ,Negative Mention ,41.97
Texas Instruments (TXN),TXN,7/26/2016,Discussed Stock,Buy Recommendations ,71.42
Twitter (TWTR),TWTR,7/26/2016,Discussed Stock,Negative Mention ,18.45
Skechers USA (SKX),SKX,7/26/2016,Lightning Round ,Negative Mention ,24.36
Pure Storage (PSTG),PSTG,7/26/2016,Lightning Round ,Sell Recommendations ,12.29
Manitowoc (MTW),MTW,7/26/2016,Lightning Round ,Buy Recommendations ,5.62
McDonald's (MCD),MCD,7/26/2016,Discussed Stock,Negative Mention ,121.71
Las Vegas Sands (LVS),LVS,7/26/2016,Discussed Stock,Positive Mention ,50.62
LTC Properties (LTC),LTC,7/26/2016,Lightning Round ,Negative Mention ,52.64
KeyCorp (KEY),KEY,7/26/2016,Guest Interview ,Buy Recommendations ,11.61
Hewlett Packard Enterpris (HPE),HPE,7/26/2016,Lightning Round ,Buy Recommendations ,20.45
Gilead Sciences (GILD),GILD,7/26/2016,Discussed Stock,Negative Mention ,81.05
Frontier Communications (FTR),FTR,7/26/2016,Lightning Round ,Positive Mention ,5.15
Alkermes (ALKS),ALKS,7/26/2016,Guest Interview ,Buy Recommendations ,51.01
Analog Devices (ADI),ADI,7/26/2016,Discussed Stock,Positive Mention ,62.87
Acacia Communications (ACIA),ACIA,7/26/2016,Featured Stock,Positive Mention ,59.65
Apple (AAPL),AAPL,7/26/2016,Discussed Stock,Buy Recommendations ,96.67
Waste Management (WM),WM,7/27/2016,Guest Interview ,Buy Recommendations ,66.1
United Parcel Service (UPS),UPS,7/27/2016,Lightning Round ,Buy Recommendations ,108.8
Twitter (TWTR),TWTR,7/27/2016,Discussed Stock,Negative Mention ,15.77
PPG Industries (PPG),PPG,7/27/2016,Guest Interview ,Buy Recommendations ,106.09
Panera Bread (PNRA),PNRA,7/27/2016,Discussed Stock,Buy Recommendations ,214.54
Lowe's (LOW),LOW,7/27/2016,Lightning Round ,Negative Mention ,80.76
Lockheed Martin (LMT),LMT,7/27/2016,Lightning Round ,Buy Recommendations ,254.16
Johnson Controls (JCI),JCI,7/27/2016,Lightning Round ,Buy Recommendations ,46.26
Home Depot (HD),HD,7/27/2016,Lightning Round ,Buy Recommendations ,136.31
FedEx (FDX),FDX,7/27/2016,Lightning Round ,Negative Mention ,160.91
Facebook (FB),FB,7/27/2016,Discussed Stock,Buy Recommendations ,123.34
Canadian National Railway (CNI),CNI,7/27/2016,Lightning Round ,Sell Recommendations ,63.65
Centene (CNC),CNC,7/27/2016,Guest Interview ,Buy Recommendations ,67.41
Caterpillar (CAT),CAT,7/27/2016,Discussed Stock,Positive Mention ,84.1
Buffalo Wild Wings (BWLD),BWLD,7/27/2016,Discussed Stock,Positive Mention ,161.72
Bristow Group (BRS),BRS,7/27/2016,Lightning Round ,Negative Mention ,11.34
Boeing (BA),BA,7/27/2016,Discussed Stock,Positive Mention ,135.96
AMC Entertainment (AMC),AMC,7/27/2016,Lightning Round ,Buy Recommendations ,29.26
AK Steel Holding (AKS),AKS,7/27/2016,Lightning Round ,Buy Recommendations ,6.7
Apple (AAPL),AAPL,7/27/2016,Featured Stock,Buy Recommendations ,102.95
Zimmer Biomet (ZBH),ZBH,7/28/2016,Lightning Round ,Buy Recommendations ,127.47
Weight Watchers (WTW),WTW,7/28/2016,Lightning Round ,Sell Recommendations ,11.48
United Technologies (UTX),UTX,7/28/2016,Lightning Round ,Buy Recommendations ,107.58
Under Armour (UA),UA,7/28/2016,Discussed Stock,Negative Mention ,39.65
Stryker (SYK),SYK,7/28/2016,Lightning Round ,Sell Recommendations ,114.96
Tanger Factory Outlet Cen (SKT),SKT,7/28/2016,Guest Interview ,Buy Recommendations ,41.44
Panera Bread (PNRA),PNRA,7/28/2016,Discussed Stock,Positive Mention ,221.63
Nike (NKE),NKE,7/28/2016,Discussed Stock,Negative Mention ,55.45
Mastercard (MA),MA,7/28/2016,Discussed Stock,Negative Mention ,96.01
International Flavors and (IFF),IFF,7/28/2016,Guest Interview ,Buy Recommendations ,133.26
GW Pharmaceuticals (GWPH),GWPH,7/28/2016,Lightning Round ,Positive Mention ,94.32
Barrick Gold (GOLD),GOLD,7/28/2016,Lightning Round ,Buy Recommendations ,116.52
Facebook (FB),FB,7/28/2016,Featured Stock,Buy Recommendations ,125
Ford Motor (F),F,7/28/2016,Discussed Stock,Negative Mention ,12.71
Buffalo Wild Wings (BWLD),BWLD,7/28/2016,Discussed Stock,Negative Mention ,166.03
American Water Works (AWK),AWK,7/28/2016,Lightning Round ,Buy Recommendations ,82.06
Air Lease Corporation (AL),AL,7/28/2016,Lightning Round ,Sell Recommendations ,28.89
American Electric Power (AEP),AEP,7/28/2016,Guest Interview ,Buy Recommendations ,68.92
Barrick Gold (ABX),ABX,7/28/2016,Lightning Round ,Sell Recommendations ,21.27
Verizon (VZ),VZ,8/1/2016,Discussed Stock,Positive Mention ,54.5
Tesla (TSLA),TSLA,8/1/2016,Discussed Stock,Positive Mention ,230.01
SunCoke Energy Partners (SXCP),SXCP,8/1/2016,Lightning Round ,Sell Recommendations ,14.19
Nordic American Tanker (NAT),NAT,8/1/2016,Lightning Round ,Negative Mention ,12.2
Kimco Realty (KIM),KIM,8/1/2016,Guest Interview ,Buy Recommendations ,32.17
Ionis Pharmaceuticals (IONS),IONS,8/1/2016,Guest Interview ,Buy Recommendations ,38.01
Infinera (INFN),INFN,8/1/2016,Lightning Round ,Sell Recommendations ,8.62
Alphabet (GOOGL),GOOGL,8/1/2016,Discussed Stock,Positive Mention ,800.94
Deluxe (DLX),DLX,8/1/2016,Featured Stock,Buy Recommendations ,67.49
Cooper Tire & Rubber (CTB),CTB,8/1/2016,Lightning Round ,Sell Recommendations ,32.81
Celgene (CELG),CELG,8/1/2016,Discussed Stock,Positive Mention ,114.69
Apple (AAPL),AAPL,8/1/2016,Discussed Stock,Positive Mention ,106.05
Western Digital (WDC),WDC,8/2/2016,Lightning Round ,Sell Recommendations ,45.05
Texas Roadhouse (TXRH),TXRH,8/2/2016,Discussed Stock,Sell Recommendations ,41.8
Twilio (TWLO),TWLO,8/2/2016,Lightning Round ,Hold or Neutral ,37.93
Royal Caribbean Cruises (RCL),RCL,8/2/2016,Discussed Stock,Negative Mention ,67.35
Panera Bread (PNRA),PNRA,8/2/2016,Discussed Stock,Buy Recommendations ,215.78
POSCO (PKX),PKX,8/2/2016,Lightning Round ,Sell Recommendations ,49.9
Nucor (NUE),NUE,8/2/2016,Lightning Round ,Buy Recommendations ,53
ServiceNow (NOW),NOW,8/2/2016,Guest Interview ,Buy Recommendations ,73.23
Intel (INTC),INTC,8/2/2016,Lightning Round ,Buy Recommendations ,34.56
General Motors (GM),GM,8/2/2016,Discussed Stock,Negative Mention ,29.93
Five Below (FIVE),FIVE,8/2/2016,Lightning Round ,Negative Mention ,48.41
Ford Motor (F),F,8/2/2016,Discussed Stock,Negative Mention ,11.94
Cypress Semiconductor (CY),CY,8/2/2016,Lightning Round ,Buy Recommendations ,11.22
Alexandria Real Estate Eq (ARE),ARE,8/2/2016,Guest Interview ,Buy Recommendations ,109.48
Zoetis (ZTS),ZTS,8/3/2016,Discussed Stock,Buy Recommendations ,51.21
Sonic (SONC),SONC,8/3/2016,Discussed Stock,Negative Mention ,26.96
RR Donnelley (RRD),RRD,8/3/2016,Guest Interview ,Buy Recommendations ,17.31
Opko Health (OPK),OPK,8/3/2016,Lightning Round ,Buy Recommendations ,9.98
NXP Semiconductors (NXPI),NXPI,8/3/2016,Discussed Stock,Buy Recommendations ,83.15
Nucor (NUE),NUE,8/3/2016,Discussed Stock,Buy Recommendations ,53.51
Nike (NKE),NKE,8/3/2016,Guest Interview ,Buy Recommendations ,54.75
Ionis Pharmaceuticals (IONS),IONS,8/3/2016,Discussed Stock,Buy Recommendations ,37.73
Idexx Laboratories (IDXX),IDXX,8/3/2016,Discussed Stock,Buy Recommendations ,107.97
Groupon (GRPN),GRPN,8/3/2016,Discussed Stock,Buy Recommendations ,5.33
GoPro (GPRO),GPRO,8/3/2016,Discussed Stock,Positive Mention ,13.3
Fitbit (FIT),FIT,8/3/2016,Discussed Stock,Buy Recommendations ,14.93
Etsy (ETSY),ETSY,8/3/2016,Discussed Stock,Buy Recommendations ,13.84
Darden Restaurants (DRI),DRI,8/3/2016,Discussed Stock,Negative Mention ,60.72
DineEquity (DIN),DIN,8/3/2016,Discussed Stock,Negative Mention ,76.39
Cepheid (CPHD),CPHD,8/3/2016,Lightning Round ,Buy Recommendations ,36.8
Clorox (CLX),CLX,8/3/2016,Guest Interview ,Buy Recommendations ,131.59
AbbVie (ABBV),ABBV,8/3/2016,Lightning Round ,Buy Recommendations ,66.57
W. P. Carey (WPC),WPC,8/4/2016,Lightning Round ,Sell Recommendations ,70.25
Walmart (WMT),WMT,8/4/2016,Discussed Stock,Buy Recommendations ,73.3
Ventas (VTR),VTR,8/4/2016,Lightning Round ,Buy Recommendations ,73.78
Constellation Brands (STZ),STZ,8/4/2016,Lightning Round ,Negative Mention ,163.62
Stonemor Partners (STON),STON,8/4/2016,Lightning Round ,Negative Mention ,25.05
Square (SQ),SQ,8/4/2016,Discussed Stock,Buy Recommendations ,11.32
Nike (NKE),NKE,8/4/2016,Guest Interview ,Buy Recommendations ,54.79
LendingClub (LC),LC,8/4/2016,Lightning Round ,Sell Recommendations ,4.6
Johnson Controls (JCI),JCI,8/4/2016,Featured Stock,Buy Recommendations ,44.84
Herbalife (HLF),HLF,8/4/2016,Discussed Stock,Negative Mention ,67.54
Federal Realty Investment (FRT),FRT,8/4/2016,Lightning Round ,Buy Recommendations ,165.48
Energy Transfer Partners (ETP),ETP,8/4/2016,Lightning Round ,Sell Recommendations ,41.74
Enbridge Energy Partners (EEP),EEP,8/4/2016,Lightning Round ,Sell Recommendations ,23.48
DexCom (DXCM),DXCM,8/4/2016,Guest Interview ,Buy Recommendations ,91.5
Clorox (CLX),CLX,8/4/2016,Discussed Stock,Buy Recommendations ,133.91
Amazon (AMZN),AMZN,8/4/2016,Discussed Stock,Buy Recommendations ,760.77
Apple (AAPL),AAPL,8/4/2016,Discussed Stock,Buy Recommendations ,105.87
Wendy's (WEN),WEN,8/5/2016,Discussed Stock,Negative Mention ,9.9
Tyson Foods (TSN),TSN,8/5/2016,Discussed Stock,Buy Recommendations ,73.14
Shake Shack (SHAK),SHAK,8/5/2016,Discussed Stock,Negative Mention ,39.99
Perrigo (PRGO),PRGO,8/5/2016,Discussed Stock,Negative Mention ,92.85
Macy's (M),M,8/5/2016,Discussed Stock,Sell Recommendations ,34.3
Kohl's (KSS),KSS,8/5/2016,Discussed Stock,Sell Recommendations ,39.49
Nordstrom (JWN),JWN,8/5/2016,Discussed Stock,Sell Recommendations ,43.88
JC Penney (JCP),JCP,8/5/2016,Discussed Stock,Negative Mention ,9.4
Walt Disney (DIS),DIS,8/5/2016,Discussed Stock,Buy Recommendations ,95.86
Coach (COH),COH,8/5/2016,Discussed Stock,Buy Recommendations ,42
Allergan (AGN),AGN,8/5/2016,Discussed Stock,Positive Mention ,253.57
XPO Logistics (XPO),XPO,8/22/2016,Lightning Round ,Buy Recommendations ,36.46
Xilinx (XLNX),XLNX,8/22/2016,Discussed Stock,Buy Recommendations ,53.66
Walmart (WMT),WMT,8/22/2016,Discussed Stock,Buy Recommendations ,72.7
Workday (WDAY),WDAY,8/22/2016,Discussed Stock,Positive Mention ,79.24
Ventas (VTR),VTR,8/22/2016,Lightning Round ,Buy Recommendations ,73.43
Urban Outfitters (URBN),URBN,8/22/2016,Discussed Stock,Positive Mention ,36.85
Ulta Beauty (ULTA),ULTA,8/22/2016,Discussed Stock,Buy Recommendations ,270.7
Toll Brothers (TOL),TOL,8/22/2016,Discussed Stock,Negative Mention ,29.33
Tiffany & Co (TIF),TIF,8/22/2016,Discussed Stock,Sell Recommendations ,68.07
Target (TGT),TGT,8/22/2016,Discussed Stock,Negative Mention ,70.39
JM Smucker (SJM),SJM,8/22/2016,Discussed Stock,Buy Recommendations ,156.23
Signet Jewelers (SIG),SIG,8/22/2016,Discussed Stock,Sell Recommendations ,92.41
Synergy Pharmaceuticals (SGYP),SGYP,8/22/2016,Lightning Round ,Negative Mention ,5.22
PVH Corp (PVH),PVH,8/22/2016,Discussed Stock,Buy Recommendations ,107.22
Maxim Integrated Products (MXIM),MXIM,8/22/2016,Discussed Stock,Buy Recommendations ,40.94
Marvell Technology (MRVL),MRVL,8/22/2016,Discussed Stock,Buy Recommendations ,12.43
Macy's (M),M,8/22/2016,Discussed Stock,Negative Mention ,39.35
Lululemon Athletica (LULU),LULU,8/22/2016,Discussed Stock,Buy Recommendations ,80.11
L Brands (LB),LB,8/22/2016,Discussed Stock,Positive Mention ,78.02
Nordstrom (JWN),JWN,8/22/2016,Discussed Stock,Positive Mention ,52.14
JC Penney (JCP),JCP,8/22/2016,Discussed Stock,Positive Mention ,10.1
JetBlue Airways (JBLU),JBLU,8/22/2016,Lightning Round ,Sell Recommendations ,16.05
HP (HPQ),HPQ,8/22/2016,Discussed Stock,Positive Mention ,14.37
At Home Group (HOME),HOME,8/22/2016,Featured Stock,Buy Recommendations ,15
GoPro (GPRO),GPRO,8/22/2016,Discussed Stock,Positive Mention ,15.2
GNC Holdings (GNC),GNC,8/22/2016,Lightning Round ,Sell Recommendations ,19.93
GameStop (GME),GME,8/22/2016,Discussed Stock,Negative Mention ,31.46
Federal Realty Investment (FRT),FRT,8/22/2016,Lightning Round ,Buy Recommendations ,157.96
Foot Locker (FL),FL,8/22/2016,Discussed Stock,Buy Recommendations ,68.25
Fitbit (FIT),FIT,8/22/2016,Discussed Stock,Negative Mention ,14.44
Dollar Tree (DLTR),DLTR,8/22/2016,Discussed Stock,Buy Recommendations ,95.76
Dollar General (DG),DG,8/22/2016,Discussed Stock,Positive Mention ,90.8
Cypress Semiconductor (CY),CY,8/22/2016,Discussed Stock,Buy Recommendations ,11.23
Apple Hospitality REIT (APLE),APLE,8/22/2016,Lightning Round ,Sell Recommendations ,19.96
American Tower (AMT),AMT,8/22/2016,Guest Interview ,Buy Recommendations ,114.62
Apple (AAPL),AAPL,8/22/2016,Discussed Stock,Positive Mention ,108.51
United States Steel (X),X,8/23/2016,Lightning Round ,Sell Recommendations ,20.71
Toll Brothers (TOL),TOL,8/23/2016,Discussed Stock,Buy Recommendations ,31.91
Nucor (NUE),NUE,8/23/2016,Lightning Round ,Buy Recommendations ,50.03
Nike (NKE),NKE,8/23/2016,Discussed Stock,Buy Recommendations ,59.62
Nordstrom (JWN),JWN,8/23/2016,Discussed Stock,Positive Mention ,52.89
Gap (GPS),GPS,8/23/2016,Discussed Stock,Negative Mention ,26.99
General Mills (GIS),GIS,8/23/2016,Guest Interview ,Buy Recommendations ,71.1
EPR Properties (EPR),EPR,8/23/2016,Guest Interview ,Buy Recommendations ,79.21
Box (BOX),BOX,8/23/2016,Lightning Round ,Buy Recommendations ,13.3
Best Buy (BBY),BBY,8/23/2016,Discussed Stock,Buy Recommendations ,39.23
Akorn (AKRX),AKRX,8/23/2016,Lightning Round ,Buy Recommendations ,29.47
Workday (WDAY),WDAY,8/24/2016,Guest Interview ,Buy Recommendations ,79.65
Verizon (VZ),VZ,8/24/2016,Discussed Stock,Buy Recommendations ,52.53
Veeva Systems (VEEV),VEEV,8/24/2016,Lightning Round ,Positive Mention ,38.81
Toll Brothers (TOL),TOL,8/24/2016,Discussed Stock,Buy Recommendations ,31.03
AT&T (T),T,8/24/2016,Discussed Stock,Buy Recommendations ,40.87
Stanley Black & Decker (SWK),SWK,8/24/2016,Discussed Stock,Buy Recommendations ,121.6
Sherwin-Williams (SHW),SHW,8/24/2016,Discussed Stock,Buy Recommendations ,286.81
Shake Shack (SHAK),SHAK,8/24/2016,Lightning Round ,Negative Mention ,35.64
Rapid7 (RPD),RPD,8/24/2016,Lightning Round ,Sell Recommendations ,18.05
PVH Corp (PVH),PVH,8/24/2016,Guest Interview ,Buy Recommendations ,108.82
Procter & Gamble (PG),PG,8/24/2016,Discussed Stock,Buy Recommendations ,87.31
Pepsico (PEP),PEP,8/24/2016,Discussed Stock,Buy Recommendations ,108.11
NXP Semiconductors (NXPI),NXPI,8/24/2016,Lightning Round ,Buy Recommendations ,87.35
NVIDIA (NVDA),NVDA,8/24/2016,Lightning Round ,Buy Recommendations ,61.94
Micron Technology (MU),MU,8/24/2016,Lightning Round ,Positive Mention ,15.51
General Mills (GIS),GIS,8/24/2016,Discussed Stock,Buy Recommendations ,71
General Electric (GE),GE,8/24/2016,Lightning Round ,Buy Recommendations ,31.22
First Solar (FSLR),FSLR,8/24/2016,Lightning Round ,Negative Mention ,37.32
Five Below (FIVE),FIVE,8/24/2016,Lightning Round ,Buy Recommendations ,47.14
Edwards Lifesciences (EW),EW,8/24/2016,Lightning Round ,Buy Recommendations ,114.3
Ellie Mae (ELLI),ELLI,8/24/2016,Guest Interview ,Buy Recommendations ,96.39
Dominion Energy (D),D,8/24/2016,Discussed Stock,Buy Recommendations ,76.12
Chipotle Mexican Grill (CMG),CMG,8/24/2016,Lightning Round ,Positive Mention ,403.75
Broadcom (AVGO),AVGO,8/24/2016,Lightning Round ,Buy Recommendations ,175.3
Union Pacific (UNP),UNP,8/25/2016,Lightning Round ,Buy Recommendations ,95.08
Tiffany & Co (TIF),TIF,8/25/2016,Discussed Stock,Positive Mention ,73.28
Signet Jewelers (SIG),SIG,8/25/2016,Discussed Stock,Negative Mention ,83.44
Kansas City Southern (KSU),KSU,8/25/2016,Lightning Round ,Buy Recommendations ,99.37
Horizon Pharmaceuticals (HZNP),HZNP,8/25/2016,Lightning Round ,Negative Mention ,19.18
Genesee & Wyoming (GWR),GWR,8/25/2016,Lightning Round ,Negative Mention ,68.99
Gilead Sciences (GILD),GILD,8/25/2016,Lightning Round ,Negative Mention ,80.08
Facebook (FB),FB,8/25/2016,Discussed Stock,Buy Recommendations ,123.89
Dollar Tree (DLTR),DLTR,8/25/2016,Discussed Stock,Negative Mention ,85.5
Dollar General (DG),DG,8/25/2016,Discussed Stock,Negative Mention ,75.61
CyberArk Software (CYBR),CYBR,8/25/2016,Lightning Round ,Buy Recommendations ,54.14
Concho Resources (CXO),CXO,8/25/2016,Lightning Round ,Buy Recommendations ,132.03
Carrizo Oil & Gas (CRZO),CRZO,8/25/2016,Lightning Round ,Positive Mention ,36.58
Clovis Oncology (CLVS),CLVS,8/25/2016,Lightning Round ,Negative Mention ,22.73
Celgene (CELG),CELG,8/25/2016,Discussed Stock,Buy Recommendations ,107.91
Amazon (AMZN),AMZN,8/25/2016,Discussed Stock,Buy Recommendations ,759.22
Apple (AAPL),AAPL,8/25/2016,Discussed Stock,Buy Recommendations ,107.57
Zimmer Biomet (ZBH),ZBH,8/29/2016,Featured Stock,Buy Recommendations ,130.59
Wells Fargo (WFC),WFC,8/29/2016,Discussed Stock,Buy Recommendations ,49.56
Thor Industries (THO),THO,8/29/2016,Guest Interview ,Buy Recommendations ,81.49
SolarCity (SCTY),SCTY,8/29/2016,Lightning Round ,Negative Mention ,21.46
Opko Health (OPK),OPK,8/29/2016,Lightning Round ,Buy Recommendations ,9.28
NXP Semiconductors (NXPI),NXPI,8/29/2016,Discussed Stock,Buy Recommendations ,88.94
Microsoft (MSFT),MSFT,8/29/2016,Discussed Stock,Buy Recommendations ,58.1
L Brands (LB),LB,8/29/2016,Discussed Stock,Buy Recommendations ,76.83
Impax Laboratories (IPXL),IPXL,8/29/2016,Lightning Round ,Negative Mention ,23.94
Honeywell (HON),HON,8/29/2016,Discussed Stock,Buy Recommendations ,117.17
Eaton (ETN),ETN,8/29/2016,Discussed Stock,Buy Recommendations ,67.71
